order_id,customer_id,order_date,order_status,payment_method,discount_applied,tax_amount,shipping_cost,shipment_date,delivery_date,specific_shipping_address,city,state,country,order_source
020944d7_isab7682202301_e7b38,020944d7_isab7682202301,"2023-03-27 00:00:00",Returned,"Credit Card",1.27,18.74,39.41,"2023-04-02 00:00:00","2023-04-04 00:00:00","40 Main St",NULL,Saskatchewan,Canada,"Mobile App"
020944d7_isab7682202301_eea9b,020944d7_isab7682202301,"2023-04-26 00:00:00",Delivered,"Bank Transfer",43.93,17.88,11.96,"2023-04-29 00:00:00","2023-05-07 00:00:00","46 Main St",NULL,Saskatchewan,Canada,"Mobile App"
02557df6_char2436202308_0fd70,02557df6_char2436202308,"2023-09-05 00:00:00",Returned,"Cash on Delivery",43.50,5.51,25.11,"2023-09-07 00:00:00","2023-09-08 00:00:00","89 Main St",NULL,Manitoba,Canada,"Mobile App"
02557df6_char2436202308_1c0f8,02557df6_char2436202308,"2023-02-04 00:00:00",Returned,"Cash on Delivery",34.97,13.11,48.69,"2023-02-06 00:00:00","2023-02-15 00:00:00","28 Main St",NULL,Manitoba,Canada,Website
02557df6_char2436202308_2a2d3,02557df6_char2436202308,"2023-01-19 00:00:00",Returned,PayPal,19.17,7.48,11.34,"2023-01-22 00:00:00","2023-01-25 00:00:00","19 Main St",NULL,Manitoba,Canada,"Social Media"
02557df6_char2436202308_2d26e,02557df6_char2436202308,"2023-07-24 00:00:00",Cancelled,"Bank Transfer",32.11,19.67,23.30,"2023-07-28 00:00:00","2023-08-03 00:00:00","56 Main St",NULL,Manitoba,Canada,"Mobile App"
02557df6_char2436202308_2dcad,02557df6_char2436202308,"2023-06-06 00:00:00",Pending,PayPal,5.39,6.00,31.36,"2023-06-09 00:00:00","2023-06-12 00:00:00","44 Main St",NULL,Manitoba,Canada,Website
02557df6_char2436202308_3a8c9,02557df6_char2436202308,"2024-03-16 00:00:00",Delivered,PayPal,42.07,10.85,23.05,"2024-03-23 00:00:00","2024-03-21 00:00:00","96 Main St",NULL,Manitoba,Canada,"Social Media"
02557df6_char2436202308_4b826,02557df6_char2436202308,"2023-10-23 00:00:00",Delivered,PayPal,46.54,13.02,29.37,"2023-10-26 00:00:00","2023-11-06 00:00:00","52 Main St",NULL,Manitoba,Canada,"Mobile App"
02557df6_char2436202308_4cab8,02557df6_char2436202308,"2023-05-20 00:00:00",Delivered,"Cash on Delivery",27.77,5.41,12.91,"2023-05-23 00:00:00","2023-05-24 00:00:00","70 Main St",NULL,Manitoba,Canada,"Mobile App"
02557df6_char2436202308_577ce,02557df6_char2436202308,"2023-02-21 00:00:00",Cancelled,"Bank Transfer",40.69,16.20,37.33,"2023-02-25 00:00:00","2023-02-26 00:00:00","84 Main St",NULL,Manitoba,Canada,"Mobile App"
02557df6_char2436202308_68aa6,02557df6_char2436202308,"2023-08-29 00:00:00",Returned,"Bank Transfer",31.61,12.54,22.95,"2023-09-04 00:00:00","2023-09-11 00:00:00","75 Main St",NULL,Manitoba,Canada,"Social Media"
02557df6_char2436202308_8c80a,02557df6_char2436202308,"2023-06-08 00:00:00",Cancelled,"Bank Transfer",45.66,12.28,35.55,"2023-06-10 00:00:00","2023-06-18 00:00:00","32 Main St",NULL,Manitoba,Canada,"Mobile App"
02557df6_char2436202308_a29da,02557df6_char2436202308,"2023-06-08 00:00:00",Shipped,PayPal,13.18,11.76,16.58,"2023-06-11 00:00:00","2023-06-11 00:00:00","60 Main St",NULL,Manitoba,Canada,Website
02557df6_char2436202308_be9de,02557df6_char2436202308,"2023-04-13 00:00:00",Shipped,"Bank Transfer",4.20,13.48,46.99,"2023-04-19 00:00:00","2023-04-26 00:00:00","58 Main St",NULL,Manitoba,Canada,"Social Media"
02557df6_char2436202308_bf9b1,02557df6_char2436202308,"2024-01-08 00:00:00",Shipped,PayPal,3.47,10.64,38.42,"2024-01-12 00:00:00","2024-01-14 00:00:00","90 Main St",NULL,Manitoba,Canada,"Mobile App"
02557df6_char2436202308_dea7b,02557df6_char2436202308,"2023-04-18 00:00:00",Cancelled,PayPal,28.61,16.96,45.86,"2023-04-22 00:00:00","2023-05-01 00:00:00","16 Main St",NULL,Manitoba,Canada,"Social Media"
02557df6_char2436202308_e516a,02557df6_char2436202308,"2023-07-06 00:00:00",Pending,"Bank Transfer",48.32,9.50,40.45,"2023-07-10 00:00:00","2023-07-20 00:00:00","19 Main St",NULL,Manitoba,Canada,Website
02557df6_char2436202308_ecbe5,02557df6_char2436202308,"2023-03-26 00:00:00",Delivered,"Bank Transfer",11.40,18.29,41.10,"2023-04-01 00:00:00","2023-03-31 00:00:00","19 Main St",NULL,Manitoba,Canada,Website
02557df6_char2436202308_f3bd6,02557df6_char2436202308,"2023-10-11 00:00:00",Pending,"Credit Card",15.21,5.69,27.41,"2023-10-16 00:00:00","2023-10-21 00:00:00","39 Main St",NULL,Manitoba,Canada,"Social Media"
0267a1e2_ales7718202203_17a43,0267a1e2_ales7718202203,"2023-09-30 00:00:00",Returned,PayPal,48.40,14.26,18.76,"2023-10-02 00:00:00","2023-10-05 00:00:00","37 Main St",NULL,Tuscany,Italy,Website
0267a1e2_ales7718202203_2ea5a,0267a1e2_ales7718202203,"2023-07-02 00:00:00",Shipped,"Bank Transfer",38.77,17.81,37.16,"2023-07-07 00:00:00","2023-07-12 00:00:00","99 Main St",NULL,Tuscany,Italy,"Social Media"
0267a1e2_ales7718202203_47647,0267a1e2_ales7718202203,"2024-03-08 00:00:00",Shipped,"Cash on Delivery",26.81,8.73,46.81,"2024-03-09 00:00:00","2024-03-13 00:00:00","86 Main St",NULL,Tuscany,Italy,Website
0267a1e2_ales7718202203_586d1,0267a1e2_ales7718202203,"2023-04-06 00:00:00",Returned,"Bank Transfer",37.73,19.57,36.87,"2023-04-12 00:00:00","2023-04-18 00:00:00","36 Main St",NULL,Tuscany,Italy,"Social Media"
0267a1e2_ales7718202203_5e031,0267a1e2_ales7718202203,"2023-03-02 00:00:00",Delivered,"Credit Card",2.27,18.64,42.16,"2023-03-05 00:00:00","2023-03-10 00:00:00","21 Main St",NULL,Tuscany,Italy,Website
0267a1e2_ales7718202203_62bc3,0267a1e2_ales7718202203,"2023-05-29 00:00:00",Returned,"Bank Transfer",3.32,18.70,15.97,"2023-06-02 00:00:00","2023-06-01 00:00:00","19 Main St",NULL,Tuscany,Italy,"Mobile App"
0267a1e2_ales7718202203_7f304,0267a1e2_ales7718202203,"2023-12-23 00:00:00",Pending,"Bank Transfer",17.28,7.67,41.46,"2023-12-26 00:00:00","2023-12-30 00:00:00","99 Main St",NULL,Tuscany,Italy,"Social Media"
0267a1e2_ales7718202203_86c7f,0267a1e2_ales7718202203,"2024-03-04 00:00:00",Returned,"Bank Transfer",35.71,14.92,31.14,"2024-03-11 00:00:00","2024-03-16 00:00:00","65 Main St",NULL,Tuscany,Italy,Website
0267a1e2_ales7718202203_95e01,0267a1e2_ales7718202203,"2024-04-17 00:00:00",Shipped,"Credit Card",30.44,14.97,48.50,"2024-04-20 00:00:00","2024-04-26 00:00:00","63 Main St",NULL,Tuscany,Italy,"Mobile App"
0267a1e2_ales7718202203_a4bd8,0267a1e2_ales7718202203,"2024-04-24 00:00:00",Returned,PayPal,4.77,17.11,39.99,"2024-04-28 00:00:00","2024-05-04 00:00:00","40 Main St",NULL,Tuscany,Italy,Website
0267a1e2_ales7718202203_b7c23,0267a1e2_ales7718202203,"2024-02-03 00:00:00",Pending,"Credit Card",19.04,15.53,12.20,"2024-02-07 00:00:00","2024-02-15 00:00:00","25 Main St",NULL,Tuscany,Italy,Website
0267a1e2_ales7718202203_e3cf9,0267a1e2_ales7718202203,"2023-07-28 00:00:00",Returned,"Credit Card",41.51,10.93,40.41,"2023-08-02 00:00:00","2023-08-10 00:00:00","87 Main St",NULL,Tuscany,Italy,"Mobile App"
0267a1e2_ales7718202203_f9e86,0267a1e2_ales7718202203,"2023-02-07 00:00:00",Pending,"Credit Card",10.21,16.63,21.30,"2023-02-12 00:00:00","2023-02-21 00:00:00","80 Main St",NULL,Tuscany,Italy,"Social Media"
0320eb84_hiro7292202306_18319,0320eb84_hiro7292202306,"2023-08-19 00:00:00",Pending,"Bank Transfer",29.68,15.70,12.96,"2023-08-25 00:00:00","2023-08-23 00:00:00","65 Main St",NULL,Hokkaido,Japan,"Mobile App"
0320eb84_hiro7292202306_2f395,0320eb84_hiro7292202306,"2024-03-10 00:00:00",Cancelled,"Credit Card",4.40,18.10,28.96,"2024-03-16 00:00:00","2024-03-23 00:00:00","60 Main St",NULL,Hokkaido,Japan,Website
0320eb84_hiro7292202306_3dd5c,0320eb84_hiro7292202306,"2023-11-01 00:00:00",Delivered,"Cash on Delivery",35.98,8.35,12.58,"2023-11-03 00:00:00","2023-11-15 00:00:00","17 Main St",NULL,Hokkaido,Japan,Website
0320eb84_hiro7292202306_62ab4,0320eb84_hiro7292202306,"2023-05-10 00:00:00",Cancelled,"Bank Transfer",9.07,11.00,38.13,"2023-05-17 00:00:00","2023-05-15 00:00:00","16 Main St",NULL,Hokkaido,Japan,Website
0320eb84_hiro7292202306_698c6,0320eb84_hiro7292202306,"2023-02-09 00:00:00",Shipped,PayPal,34.86,5.14,33.88,"2023-02-15 00:00:00","2023-02-17 00:00:00","1 Main St",NULL,Hokkaido,Japan,Website
0320eb84_hiro7292202306_79dc9,0320eb84_hiro7292202306,"2023-12-26 00:00:00",Returned,PayPal,15.21,6.81,10.85,"2024-01-01 00:00:00","2024-01-09 00:00:00","34 Main St",NULL,Hokkaido,Japan,"Mobile App"
0320eb84_hiro7292202306_7b954,0320eb84_hiro7292202306,"2023-09-12 00:00:00",Cancelled,"Credit Card",13.46,19.08,40.71,"2023-09-16 00:00:00","2023-09-24 00:00:00","86 Main St",NULL,Hokkaido,Japan,"Mobile App"
0320eb84_hiro7292202306_8e9bc,0320eb84_hiro7292202306,"2023-08-25 00:00:00",Shipped,PayPal,20.47,12.62,49.69,"2023-08-31 00:00:00","2023-08-28 00:00:00","37 Main St",NULL,Hokkaido,Japan,"Mobile App"
0320eb84_hiro7292202306_92863,0320eb84_hiro7292202306,"2023-06-16 00:00:00",Pending,"Credit Card",8.91,19.79,6.89,"2023-06-22 00:00:00","2023-06-22 00:00:00","47 Main St",NULL,Hokkaido,Japan,Website
0320eb84_hiro7292202306_9e301,0320eb84_hiro7292202306,"2023-11-25 00:00:00",Delivered,PayPal,7.42,6.76,11.07,"2023-11-30 00:00:00","2023-12-05 00:00:00","60 Main St",NULL,Hokkaido,Japan,"Mobile App"
0320eb84_hiro7292202306_a2396,0320eb84_hiro7292202306,"2024-04-13 00:00:00",Pending,"Cash on Delivery",22.24,14.70,21.77,"2024-04-14 00:00:00","2024-04-19 00:00:00","73 Main St",NULL,Hokkaido,Japan,Website
0320eb84_hiro7292202306_a64ce,0320eb84_hiro7292202306,"2023-09-17 00:00:00",Shipped,"Bank Transfer",43.55,18.50,42.55,"2023-09-21 00:00:00","2023-10-01 00:00:00","48 Main St",NULL,Hokkaido,Japan,"Mobile App"
0320eb84_hiro7292202306_aaf11,0320eb84_hiro7292202306,"2023-01-19 00:00:00",Cancelled,"Bank Transfer",45.64,11.16,17.31,"2023-01-20 00:00:00","2023-01-30 00:00:00","38 Main St",NULL,Hokkaido,Japan,Website
0320eb84_hiro7292202306_ae548,0320eb84_hiro7292202306,"2023-05-02 00:00:00",Cancelled,PayPal,33.08,16.14,44.50,"2023-05-08 00:00:00","2023-05-12 00:00:00","7 Main St",NULL,Hokkaido,Japan,"Social Media"
0320eb84_hiro7292202306_c324c,0320eb84_hiro7292202306,"2024-04-07 00:00:00",Returned,"Bank Transfer",35.88,17.73,32.17,"2024-04-12 00:00:00","2024-04-16 00:00:00","88 Main St",NULL,Hokkaido,Japan,"Mobile App"
0320eb84_hiro7292202306_dcdf4,0320eb84_hiro7292202306,"2024-02-23 00:00:00",Shipped,"Cash on Delivery",26.66,15.24,16.93,"2024-02-28 00:00:00","2024-03-05 00:00:00","88 Main St",NULL,Hokkaido,Japan,Website
0320eb84_hiro7292202306_fee94,0320eb84_hiro7292202306,"2024-04-15 00:00:00",Delivered,PayPal,21.66,17.84,23.92,"2024-04-21 00:00:00","2024-04-19 00:00:00","84 Main St",NULL,Hokkaido,Japan,"Mobile App"
032998b5_thom9290202203_11f24,032998b5_thom9290202203,"2024-03-16 00:00:00",Delivered,"Bank Transfer",44.97,5.96,16.05,"2024-03-19 00:00:00","2024-03-19 00:00:00","60 Main St",NULL,"Lower Saxony",Germany,Website
032998b5_thom9290202203_176d3,032998b5_thom9290202203,"2024-01-03 00:00:00",Shipped,"Credit Card",18.57,16.76,47.37,"2024-01-05 00:00:00","2024-01-11 00:00:00","3 Main St",NULL,"Lower Saxony",Germany,Website
032998b5_thom9290202203_181c7,032998b5_thom9290202203,"2024-01-28 00:00:00",Returned,"Cash on Delivery",9.88,12.24,26.85,"2024-02-01 00:00:00","2024-01-31 00:00:00","76 Main St",NULL,"Lower Saxony",Germany,"Social Media"
032998b5_thom9290202203_387db,032998b5_thom9290202203,"2023-11-23 00:00:00",Cancelled,"Credit Card",39.55,12.63,38.65,"2023-11-28 00:00:00","2023-12-05 00:00:00","64 Main St",NULL,"Lower Saxony",Germany,Website
032998b5_thom9290202203_40a22,032998b5_thom9290202203,"2023-05-25 00:00:00",Returned,"Bank Transfer",29.08,15.72,33.45,"2023-06-01 00:00:00","2023-06-03 00:00:00","33 Main St",NULL,"Lower Saxony",Germany,"Mobile App"
032998b5_thom9290202203_609a1,032998b5_thom9290202203,"2023-02-15 00:00:00",Shipped,PayPal,44.04,10.84,48.83,"2023-02-17 00:00:00","2023-02-18 00:00:00","68 Main St",NULL,"Lower Saxony",Germany,"Social Media"
032998b5_thom9290202203_7e38f,032998b5_thom9290202203,"2024-04-06 00:00:00",Cancelled,"Bank Transfer",12.55,16.58,42.78,"2024-04-09 00:00:00","2024-04-11 00:00:00","52 Main St",NULL,"Lower Saxony",Germany,"Mobile App"
032998b5_thom9290202203_8b980,032998b5_thom9290202203,"2023-07-12 00:00:00",Shipped,"Bank Transfer",20.34,9.51,14.04,"2023-07-19 00:00:00","2023-07-18 00:00:00","100 Main St",NULL,"Lower Saxony",Germany,"Mobile App"
032998b5_thom9290202203_931eb,032998b5_thom9290202203,"2023-07-01 00:00:00",Shipped,"Cash on Delivery",18.03,5.90,36.89,"2023-07-07 00:00:00","2023-07-13 00:00:00","39 Main St",NULL,"Lower Saxony",Germany,Website
032998b5_thom9290202203_b88b6,032998b5_thom9290202203,"2023-10-11 00:00:00",Delivered,"Credit Card",33.00,13.44,32.83,"2023-10-18 00:00:00","2023-10-24 00:00:00","54 Main St",NULL,"Lower Saxony",Germany,"Mobile App"
032998b5_thom9290202203_bb144,032998b5_thom9290202203,"2023-07-17 00:00:00",Cancelled,"Cash on Delivery",20.17,7.03,17.62,"2023-07-18 00:00:00","2023-07-29 00:00:00","93 Main St",NULL,"Lower Saxony",Germany,"Mobile App"
032998b5_thom9290202203_c41b0,032998b5_thom9290202203,"2023-01-22 00:00:00",Cancelled,"Cash on Delivery",11.99,12.36,32.04,"2023-01-25 00:00:00","2023-01-26 00:00:00","55 Main St",NULL,"Lower Saxony",Germany,Website
032998b5_thom9290202203_db0ce,032998b5_thom9290202203,"2023-08-12 00:00:00",Cancelled,"Bank Transfer",5.38,16.89,6.24,"2023-08-16 00:00:00","2023-08-24 00:00:00","89 Main St",NULL,"Lower Saxony",Germany,"Mobile App"
039e07d7_mich4243202307_079d5,039e07d7_mich4243202307,"2024-02-13 00:00:00",Pending,PayPal,47.60,16.29,10.14,"2024-02-20 00:00:00","2024-02-27 00:00:00","76 Main St",NULL,Pennsylvania,USA,"Social Media"
039e07d7_mich4243202307_1288a,039e07d7_mich4243202307,"2023-01-11 00:00:00",Delivered,"Bank Transfer",4.12,12.21,29.15,"2023-01-14 00:00:00","2023-01-21 00:00:00","79 Main St",NULL,Pennsylvania,USA,"Mobile App"
039e07d7_mich4243202307_190de,039e07d7_mich4243202307,"2023-11-14 00:00:00",Returned,"Bank Transfer",26.85,13.62,42.07,"2023-11-20 00:00:00","2023-11-18 00:00:00","8 Main St",NULL,Pennsylvania,USA,Website
039e07d7_mich4243202307_23121,039e07d7_mich4243202307,"2024-01-30 00:00:00",Delivered,PayPal,29.07,18.15,13.51,"2024-02-03 00:00:00","2024-02-02 00:00:00","79 Main St",NULL,Pennsylvania,USA,"Mobile App"
039e07d7_mich4243202307_34edd,039e07d7_mich4243202307,"2023-07-15 00:00:00",Pending,"Credit Card",24.73,18.49,47.99,"2023-07-16 00:00:00","2023-07-25 00:00:00","25 Main St",NULL,Pennsylvania,USA,"Social Media"
039e07d7_mich4243202307_44dfc,039e07d7_mich4243202307,"2024-01-02 00:00:00",Shipped,"Credit Card",22.04,13.81,8.67,"2024-01-03 00:00:00","2024-01-16 00:00:00","46 Main St",NULL,Pennsylvania,USA,Website
039e07d7_mich4243202307_77a61,039e07d7_mich4243202307,"2024-01-15 00:00:00",Delivered,"Cash on Delivery",18.39,13.75,23.31,"2024-01-22 00:00:00","2024-01-26 00:00:00","90 Main St",NULL,Pennsylvania,USA,"Mobile App"
039e07d7_mich4243202307_8871c,039e07d7_mich4243202307,"2023-06-01 00:00:00",Shipped,"Bank Transfer",3.58,18.78,32.95,"2023-06-03 00:00:00","2023-06-14 00:00:00","28 Main St",NULL,Pennsylvania,USA,"Mobile App"
039e07d7_mich4243202307_8dcf7,039e07d7_mich4243202307,"2024-03-15 00:00:00",Pending,PayPal,32.68,19.04,35.02,"2024-03-18 00:00:00","2024-03-18 00:00:00","54 Main St",NULL,Pennsylvania,USA,"Social Media"
039e07d7_mich4243202307_9ef04,039e07d7_mich4243202307,"2023-06-19 00:00:00",Pending,PayPal,35.31,10.99,18.43,"2023-06-20 00:00:00","2023-06-28 00:00:00","32 Main St",NULL,Pennsylvania,USA,Website
039e07d7_mich4243202307_a3047,039e07d7_mich4243202307,"2023-12-12 00:00:00",Pending,"Bank Transfer",6.65,19.59,16.33,"2023-12-14 00:00:00","2023-12-26 00:00:00","36 Main St",NULL,Pennsylvania,USA,Website
039e07d7_mich4243202307_ab234,039e07d7_mich4243202307,"2023-10-14 00:00:00",Delivered,"Credit Card",46.70,7.00,33.68,"2023-10-16 00:00:00","2023-10-25 00:00:00","45 Main St",NULL,Pennsylvania,USA,Website
039e07d7_mich4243202307_b29a8,039e07d7_mich4243202307,"2023-05-30 00:00:00",Shipped,PayPal,29.06,7.39,45.52,"2023-06-06 00:00:00","2023-06-03 00:00:00","81 Main St",NULL,Pennsylvania,USA,"Mobile App"
039e07d7_mich4243202307_c6527,039e07d7_mich4243202307,"2023-05-20 00:00:00",Returned,PayPal,10.01,19.77,45.17,"2023-05-24 00:00:00","2023-05-27 00:00:00","51 Main St",NULL,Pennsylvania,USA,Website
039e07d7_mich4243202307_db1bb,039e07d7_mich4243202307,"2023-02-18 00:00:00",Pending,"Bank Transfer",11.57,17.49,14.03,"2023-02-24 00:00:00","2023-02-23 00:00:00","48 Main St",NULL,Pennsylvania,USA,"Social Media"
03bcb820_char9257202201_0aebb,03bcb820_char9257202201,"2023-04-10 00:00:00",Shipped,"Credit Card",35.50,8.00,37.85,"2023-04-16 00:00:00","2023-04-24 00:00:00","84 Main St",NULL,"New Brunswick",Canada,Website
03bcb820_char9257202201_0e5f1,03bcb820_char9257202201,"2023-08-24 00:00:00",Returned,"Cash on Delivery",0.88,13.41,30.95,"2023-08-31 00:00:00","2023-08-27 00:00:00","92 Main St",NULL,"New Brunswick",Canada,Website
03bcb820_char9257202201_1b7e4,03bcb820_char9257202201,"2023-02-11 00:00:00",Cancelled,"Cash on Delivery",25.11,10.24,39.93,"2023-02-18 00:00:00","2023-02-20 00:00:00","30 Main St",NULL,"New Brunswick",Canada,"Mobile App"
03bcb820_char9257202201_32665,03bcb820_char9257202201,"2023-10-30 00:00:00",Shipped,"Bank Transfer",47.85,7.25,46.65,"2023-11-01 00:00:00","2023-11-06 00:00:00","36 Main St",NULL,"New Brunswick",Canada,"Social Media"
03bcb820_char9257202201_5d4d7,03bcb820_char9257202201,"2023-05-09 00:00:00",Returned,"Credit Card",19.73,16.34,25.06,"2023-05-16 00:00:00","2023-05-19 00:00:00","39 Main St",NULL,"New Brunswick",Canada,"Mobile App"
03bcb820_char9257202201_5d9d1,03bcb820_char9257202201,"2023-01-15 00:00:00",Shipped,PayPal,33.33,16.92,15.45,"2023-01-19 00:00:00","2023-01-27 00:00:00","37 Main St",NULL,"New Brunswick",Canada,"Mobile App"
03bcb820_char9257202201_6ab6c,03bcb820_char9257202201,"2024-01-18 00:00:00",Shipped,PayPal,30.93,6.67,5.19,"2024-01-24 00:00:00","2024-01-31 00:00:00","88 Main St",NULL,"New Brunswick",Canada,"Social Media"
03bcb820_char9257202201_6d431,03bcb820_char9257202201,"2024-04-23 00:00:00",Cancelled,PayPal,22.60,8.34,37.88,"2024-04-28 00:00:00","2024-04-27 00:00:00","90 Main St",NULL,"New Brunswick",Canada,"Social Media"
03bcb820_char9257202201_852b6,03bcb820_char9257202201,"2023-04-24 00:00:00",Pending,"Credit Card",29.88,15.39,7.45,"2023-04-29 00:00:00","2023-04-28 00:00:00","1 Main St",NULL,"New Brunswick",Canada,"Mobile App"
03bcb820_char9257202201_879ac,03bcb820_char9257202201,"2024-04-23 00:00:00",Returned,"Bank Transfer",5.94,7.59,27.93,"2024-04-24 00:00:00","2024-04-27 00:00:00","74 Main St",NULL,"New Brunswick",Canada,"Social Media"
03bcb820_char9257202201_89834,03bcb820_char9257202201,"2023-07-07 00:00:00",Shipped,"Bank Transfer",15.96,15.86,20.39,"2023-07-12 00:00:00","2023-07-16 00:00:00","72 Main St",NULL,"New Brunswick",Canada,"Mobile App"
03bcb820_char9257202201_8b9ba,03bcb820_char9257202201,"2024-01-26 00:00:00",Pending,"Bank Transfer",5.74,10.45,8.31,"2024-01-29 00:00:00","2024-01-30 00:00:00","26 Main St",NULL,"New Brunswick",Canada,"Social Media"
03bcb820_char9257202201_a0bc8,03bcb820_char9257202201,"2023-06-17 00:00:00",Returned,PayPal,39.33,17.57,28.84,"2023-06-19 00:00:00","2023-06-27 00:00:00","48 Main St",NULL,"New Brunswick",Canada,Website
03bcb820_char9257202201_ade0d,03bcb820_char9257202201,"2024-01-15 00:00:00",Shipped,"Bank Transfer",38.06,15.39,48.39,"2024-01-16 00:00:00","2024-01-26 00:00:00","34 Main St",NULL,"New Brunswick",Canada,"Mobile App"
03bcb820_char9257202201_afd68,03bcb820_char9257202201,"2023-07-29 00:00:00",Shipped,PayPal,25.44,19.38,36.41,"2023-07-31 00:00:00","2023-08-12 00:00:00","52 Main St",NULL,"New Brunswick",Canada,"Social Media"
03bcb820_char9257202201_c6bc6,03bcb820_char9257202201,"2023-11-15 00:00:00",Cancelled,"Credit Card",44.55,19.50,11.94,"2023-11-18 00:00:00","2023-11-25 00:00:00","24 Main St",NULL,"New Brunswick",Canada,"Mobile App"
03bcb820_char9257202201_e53e8,03bcb820_char9257202201,"2024-04-29 00:00:00",Returned,"Bank Transfer",47.98,19.67,12.13,"2024-05-01 00:00:00","2024-05-09 00:00:00","86 Main St",NULL,"New Brunswick",Canada,"Mobile App"
03bcb820_char9257202201_f28ca,03bcb820_char9257202201,"2023-06-12 00:00:00",Shipped,"Credit Card",0.64,6.82,47.91,"2023-06-13 00:00:00","2023-06-25 00:00:00","52 Main St",NULL,"New Brunswick",Canada,"Social Media"
03bcb820_char9257202201_f4b83,03bcb820_char9257202201,"2023-03-26 00:00:00",Shipped,PayPal,43.21,8.62,24.90,"2023-03-31 00:00:00","2023-04-07 00:00:00","100 Main St",NULL,"New Brunswick",Canada,"Social Media"
03bcb820_char9257202201_fb334,03bcb820_char9257202201,"2023-06-21 00:00:00",Delivered,"Bank Transfer",48.20,9.15,22.65,"2023-06-23 00:00:00","2023-06-30 00:00:00","16 Main St",NULL,"New Brunswick",Canada,"Mobile App"
040fd708_ling2403202304_086f7,040fd708_ling2403202304,"2023-02-05 00:00:00",Cancelled,"Credit Card",45.92,18.62,5.97,"2023-02-08 00:00:00","2023-02-19 00:00:00","25 Main St",NULL,Singapore,Singapore,"Mobile App"
040fd708_ling2403202304_0f269,040fd708_ling2403202304,"2023-07-02 00:00:00",Pending,"Credit Card",10.33,12.62,32.70,"2023-07-08 00:00:00","2023-07-11 00:00:00","65 Main St",NULL,Singapore,Singapore,"Social Media"
040fd708_ling2403202304_16fc5,040fd708_ling2403202304,"2024-04-09 00:00:00",Returned,"Cash on Delivery",21.30,9.93,36.66,"2024-04-15 00:00:00","2024-04-15 00:00:00","27 Main St",NULL,Singapore,Singapore,"Social Media"
040fd708_ling2403202304_1e308,040fd708_ling2403202304,"2024-03-28 00:00:00",Delivered,"Credit Card",4.91,19.31,40.37,"2024-04-04 00:00:00","2024-04-08 00:00:00","28 Main St",NULL,Singapore,Singapore,"Social Media"
040fd708_ling2403202304_288ca,040fd708_ling2403202304,"2023-10-13 00:00:00",Returned,"Bank Transfer",5.30,12.80,35.35,"2023-10-15 00:00:00","2023-10-19 00:00:00","68 Main St",NULL,Singapore,Singapore,"Mobile App"
040fd708_ling2403202304_4783c,040fd708_ling2403202304,"2023-11-24 00:00:00",Pending,"Bank Transfer",25.88,6.92,12.11,"2023-12-01 00:00:00","2023-12-07 00:00:00","55 Main St",NULL,Singapore,Singapore,Website
